Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP003209,Male,Yes,2,Not Graduate,No,5874,0,26,360,0,Semiurban,Y
LP003210,Male,No,0,Not Graduate,No,4229,0,76,360,1,Rural,Y
LP003212,Female,Yes,2,Graduate,No,5786,0,91,360,1,Urban,N
LP003215,Male,Yes,1,Graduate,No,6990,0,52,360,1,Urban,N
LP003217,Female,Yes,1,Graduate,No,8123,0,121,360,,Semiurban,Y
LP003218,Male,No,0,Graduate,,3563,0,187,180,0,Semiurban,Y
LP003219,Female,Yes,1,Graduate,No,8220,0,54,360,0,Rural,Y
LP003220,Male,Yes,1,Graduate,No,5440,0,184,360,0,Urban,Y
LP003221,Male,Yes,1,Graduate,No,6132,2500,50,360,1,Semiurban,Y
LP003225,Male,No,0,Graduate,No,7391,0,43,360,1,Rural,N
LP003226,Male,No,0,Graduate,,8133,0,29,180,1,Urban,Y
LP003228,Male,No,0,Graduate,No,6873,0,173,360,1,Urban,Y
LP003229,Female,No,0,Graduate,,5495,0,112,360,1,Urban,Y
LP003330,Male,No,0,Graduate,No,5918,0,100,360,,Semiurban,Y
LP003331,Male,Yes,1,Graduate,No,8347,0,167,360,0,Rural,Y
LP003332,Male,Yes,1,Graduate,No,8375,0,93,360,,Semiurban,Y
LP003335,Male,Yes,0,Graduate,No,6263,0,101,360,1,Urban,Y
LP003336,Male,Yes,0,Graduate,No,4513,0,67,360,1,Semiurban,N
LP003339,Male,Yes,0,Graduate,Yes,5164,0,30,360,1,Urban,N
LP003340,Male,Yes,0,Graduate,No,6701,0,159,,1,Rural,N
LP003345,Male,No,0,Not Graduate,No,4151,0,44,360,0,Urban,Y
LP003350,Male,No,0,Graduate,No,7959,0,70,360,0,Semiurban,Y
LP003352,Male,No,0,Graduate,No,7582,0,197,360,,Urban,Y
LP003359,Female,Yes,0,Graduate,No,5055,0,124,360,1,Urban,Y
LP003360,Male,Yes,2,Graduate,No,5697,3500,62,360,1,Urban,Y
LP003367,Male,Yes,2,Graduate,No,6461,4502,160,360,1,Urban,N
LP003368,Male,No,0,Graduate,Yes,5565,0,151,360,1,Semiurban,Y
LP003369,Male,No,0,Graduate,Yes,7333,0,161,360,1,Rural,Y
LP003370,Male,No,0,Graduate,Yes,4892,0,51,360,1,Semiurban,Y
LP003372,Male,No,0,Graduate,Yes,4028,0,25,360,,Urban,Y
LP003379,Female,No,0,Graduate,No,4553,0,36,360,0,Urban,Y
LP003380,Male,No,0,Graduate,No,5299,0,133,360,0,Urban,Y
LP003382,Male,Yes,0,Graduate,No,4252,0,67,360,0,Rural,Y
LP003389,Male,Yes,3+,Not Graduate,No,7228,3502,46,360,0,Urban,N
LP003390,Female,Yes,2,Graduate,No,7749,5400,55,360,1,Semiurban,N
LP003391,Male,Yes,2,Graduate,No,4447,0,81,360,1,Urban,Y
LP003392,Female,No,0,Graduate,,7007,0,97,360,1,Rural,Y
LP003395,Male,No,0,Graduate,,6178,0,72,360,1,Urban,Y
LP003398,Male,No,0,Graduate,No,8091,0,175,360,1,Semiurban,Y
LP003400,Male,No,0,Graduate,No,5135,0,155,360,1,Rural,Y
LP003401,Male,No,0,Graduate,No,4556,0,72,360,1,Semiurban,N
LP003402,Female,Yes,2,Graduate,No,5691,,151,360,1,Rural,Y
LP003405,Female,Yes,3+,Graduate,No,6195,5020,47,360,1,Urban,Y
LP003409,Male,Yes,2,Not Graduate,,3530,3200,65,360,1,Semiurban,Y
LP003410,Male,Yes,1,Graduate,No,5196,0,48,360,1,Rural,Y
LP003412,Male,Yes,1,Graduate,,5487,0,52,360,1,Semiurban,Y
LP003416,Male,Yes,1,Graduate,,7072,0,28,360,1,Urban,N
LP003419,Male,Yes,3+,Not Graduate,No,6054,4000,139,360,,Urban,N
LP003420,Male,No,0,Graduate,,6373,0,31,360,0,Urban,Y
LP003421,Female,Yes,2,Graduate,No,5188,0,130,360,0,Rural,Y
LP003424,Male,No,0,Not Graduate,No,7773,0,117,360,0,Urban,Y
LP003426,Male,Yes,2,Graduate,No,6201,0,75,360,1,Semiurban,Y
LP003429,Male,No,0,Graduate,No,7214,0,87,360,1,Urban,Y
LP003430,Male,No,0,Graduate,No,4608,0,88,360,1,Semiurban,Y
LP003432,Female,No,0,Graduate,No,7271,0,115,360,0,Rural,Y
LP003435,Male,Yes,1,Graduate,No,6412,0,39,360,1,Urban,N
LP003439,Male,Yes,1,Graduate,No,6175,0,150,360,1,Urban,Y
LP003450,Female,Yes,1,Graduate,No,3854,3500,81,360,1,Urban,Y
LP003460,Male,No,0,Graduate,No,4577,0,73,360,1,Urban,Y
LP003465,Female,No,0,Graduate,,6782,0,28,360,1,Urban,Y
LP003469,Male,Yes,0,Graduate,No,3642,0,44,360,1,Urban,Y
LP003470,Male,Yes,2,Graduate,,3548,2584,132,360,1,Semiurban,Y
LP003475,Male,Yes,1,Graduate,No,4010,,172,360,,Rural,Y
LP003478,Male,No,0,Not Graduate,No,3760,0,170,360,0,Urban,N
LP003479,Male,No,0,Graduate,No,7744,0,73,360,0,Semiurban,Y
LP003480,Male,No,0,Graduate,No,6754,,55,,0,Urban,Y
LP003498,Male,Yes,3+,Graduate,No,8203,5000,125,360,0,Semiurban,Y
LP003499,Male,Yes,0,Graduate,Yes,8063,0,66,360,1,Urban,Y
LP003500,Male,Yes,1,Graduate,No,8128,0,59,360,1,Rural,Y
LP003502,Male,No,0,Graduate,No,4923,0,191,360,1,Urban,Y
LP003508,Male,No,0,Not Graduate,No,7382,0,86,360,1,Semiurban,N
LP003509,Male,No,0,Graduate,No,6998,0,161,360,1,Rural,N
LP003510,Male,Yes,1,Not Graduate,No,7977,0,163,360,1,Urban,Y
LP003515,Male,Yes,1,Graduate,No,4010,0,180,360,1,Rural,Y
LP003517,Male,Yes,1,Graduate,,4800,0,162,360,1,Urban,Y
LP003519,Male,Yes,0,Graduate,No,7076,0,175,360,1,Semiurban,Y
LP003520,Female,Yes,0,Graduate,No,4205,0,179,360,1,Urban,Y
LP003521,Male,Yes,3+,Graduate,No,3786,6544,158,360,1,Rural,N
LP003525,Male,Yes,3+,Graduate,No,4110,5600,75,360,1,Semiurban,Y
LP003526,Male,Yes,2,Not Graduate,No,5192,0,67,360,0,Rural,Y
LP003529,Male,Yes,2,Not Graduate,Yes,4323,0,28,360,0,Urban,Y
LP003530,Male,Yes,2,Graduate,Yes,6108,0,128,360,1,Semiurban,N
LP003536,Male,Yes,1,Graduate,No,7288,0,85,360,1,Rural,N
LP003539,Male,Yes,1,Graduate,No,7541,3500,90,360,,Semiurban,Y
LP003540,Male,Yes,1,Not Graduate,No,4199,2500,109,360,0,Urban,Y
LP003545,Female,No,0,Graduate,No,6607,0,72,360,1,Semiurban,Y
LP003549,Male,No,0,Graduate,No,6504,0,141,360,0,Rural,Y
LP003564,Male,No,0,Graduate,No,4900,0,78,360,1,Urban,N
LP003568,Male,No,0,Graduate,,3764,0,158,360,1,Urban,N
LP003569,Male,No,0,Not Graduate,No,3784,0,64,360,1,Semiurban,Y
LP003570,Male,No,0,Graduate,No,6401,0,54,360,1,Urban,Y
LP003572,Male,No,0,Graduate,No,5779,0,66,360,1,Semiurban,Y
LP003575,Male,Yes,3+,Graduate,No,7500,2500,168,360,1,Urban,Y
LP003579,Male,Yes,1,Graduate,No,8383,0,110,360,1,Rural,N
LP003580,Male,No,0,Graduate,,5060,0,136,360,,Urban,N
LP003586,Male,Yes,2,Graduate,No,5760,0,173,360,1,Rural,Y
LP003590,Male,No,0,Not Graduate,No,4534,0,70,360,1,Urban,Y
LP003600,Female,Yes,0,Graduate,No,4512,0,191,360,1,Urban,Y
LP003601,Male,No,0,Graduate,No,5408,0,68,360,1,Semiurban,Y
LP003605,Male,Yes,3+,Graduate,No,6413,3200,163,,1,Urban,N
LP003609,Male,No,0,Graduate,,6578,0,53,360,,Urban,N
LP003610,Male,Yes,1,Graduate,Yes,6284,0,53,360,1,Semiurban,Y
LP003612,Female,No,0,Graduate,,5653,0,60,360,1,Rural,Y
LP003615,Male,No,0,Not Graduate,,5195,0,45,360,1,Semiurban,N
LP003619,Male,Yes,1,Graduate,No,8367,0,70,360,1,Urban,N
LP003620,Male,Yes,0,Graduate,No,7488,0,86,360,1,Semiurban,Y
LP003625,Male,Yes,0,Graduate,No,5099,0,157,360,1,Urban,N
LP003626,Male,Yes,1,Graduate,No,5477,0,114,360,0,Rural,Y
LP003629,Female,Yes,1,Graduate,No,4522,0,110,360,0,Urban,Y
LP003630,Male,Yes,1,Graduate,No,7260,0,108,360,1,Semiurban,Y
LP003631,Male,No,0,Not Graduate,,8329,0,133,360,1,Urban,Y
LP003632,Male,No,0,Graduate,No,6102,0,154,360,1,Urban,Y
LP003636,Male,No,0,Not Graduate,No,7728,0,132,360,0,Urban,Y
LP003680,Male,No,0,Graduate,No,6403,0,172,360,0,Urban,Y
LP003690,Male,Yes,0,Graduate,No,7206,0,165,360,1,Rural,Y
LP003701,Male,Yes,0,Graduate,No,7987,0,54,360,1,Urban,Y
LP003702,Male,Yes,0,Not Graduate,,7578,0,130,360,1,Semiurban,N
LP003705,Female,Yes,1,Graduate,No,5235,0,186,360,1,Urban,Y
LP003709,Male,Yes,1,Graduate,No,7969,0,91,360,1,Urban,Y
LP003720,Male,No,0,Graduate,Yes,4096,0,143,360,1,Urban,Y
LP003725,Male,No,0,Graduate,No,6972,0,145,360,1,Urban,Y
LP003729,Male,No,0,Graduate,No,8287,0,128,360,0,Semiurban,Y
LP003730,Female,No,0,Graduate,Yes,6155,0,43,360,0,Rural,Y
LP003732,Male,No,0,Not Graduate,No,3555,0,132,360,,Semiurban,Y
LP003735,Male,Yes,1,Graduate,No,5807,0,125,360,,Rural,Y
LP003736,Female,Yes,2,Not Graduate,No,4646,0,75,360,,Semiurban,Y
LP003739,Male,Yes,0,Graduate,No,6240,0,32,360,1,Urban,Y
LP003750,Male,Yes,1,Graduate,No,5411,0,65,360,1,Rural,Y
LP003756,Male,Yes,1,Graduate,No,6499,0,120,360,1,Semiurban,Y
LP003760,Male,No,0,Graduate,No,5736,0,191,360,1,Urban,Y
LP003768,Male,Yes,2,Graduate,No,5058,4500,27,360,1,Rural,Y
LP003769,Male,No,0,Graduate,,4697,0,81,360,1,Urban,N
LP003777,Male,Yes,0,Graduate,No,6550,0,50,360,0,Semiurban,Y
LP003779,Male,No,0,Graduate,,8411,0,26,360,0,Semiurban,Y
LP003780,Male,No,0,Graduate,No,5330,0,37,360,0,Rural,Y
LP003782,Female,No,0,Not Graduate,No,4424,0,137,360,1,Urban,N
LP003789,Male,No,0,Not Graduate,No,4927,0,123,360,1,Urban,Y
LP003790,Male,No,0,Graduate,No,7655,0,116,360,1,Urban,Y
LP003799,Female,Yes,2,Graduate,No,7998,4958,35,360,1,Semiurban,Y
LP003800,Male,Yes,3+,Graduate,No,3886,0,120,360,1,Urban,Y
LP003850,Female,Yes,1,Graduate,Yes,6582,0,75,360,1,Semiurban,Y
LP003897,Male,Yes,1,Not Graduate,,4004,2500,47,,1,Semiurban,Y
LP003905,Male,Yes,1,Graduate,No,4369,0,31,360,1,Urban,Y
LP003908,Male,Yes,2,Graduate,No,8070,4500,191,180,,Rural,N
LP003959,Male,Yes,3+,Graduate,No,6262,5465,61,180,0,Semiurban,Y
LP003979,Male,Yes,2,Graduate,No,7570,4525,98,180,0,Semiurban,Y
LP003985,Female,No,0,Not Graduate,No,5647,0,75,360,1,Urban,Y
LP003998,Male,No,0,Graduate,No,5853,0,163,360,1,Semiurban,Y
LP004000,Male,No,0,Not Graduate,Yes,5812,0,156,360,1,Rural,Y
LP004002,Male,No,0,Graduate,No,5220,0,27,360,1,Urban,Y
LP004005,Male,Yes,2,Graduate,No,7506,6545,171,180,,Rural,N
LP004010,Male,Yes,3+,Graduate,No,3751,4500,69,360,0,Urban,Y
LP004015,Female,Yes,1,Graduate,No,3874,0,33,180,1,Urban,N
LP004025,Male,No,0,Graduate,,7054,0,165,360,1,Urban,Y
LP004029,Male,No,0,Graduate,No,5933,0,168,360,0,Semiurban,Y
LP004035,Male,No,0,Graduate,No,8061,0,65,360,0,Rural,Y
LP004040,Female,Yes,2,Not Graduate,No,3897,2500,105,360,,Urban,Y
LP004059,Male,No,0,Graduate,No,6077,0,170,360,0,Semiurban,Y
LP004060,Male,Yes,1,Graduate,No,5236,0,142,360,,Urban,Y
LP004079,Male,No,0,Graduate,No,6666,0,117,360,1,Semiurban,N
LP004080,Male,No,0,Graduate,No,7619,0,174,360,1,Rural,N
LP004090,Female,No,0,Graduate,,6269,0,159,360,1,Urban,Y
LP004099,Male,No,0,Graduate,No,7933,0,32,360,1,Semiurban,Y
LP004105,Male,No,0,Graduate,No,3671,0,195,360,1,Urban,Y
LP004109,Male,Yes,2,Graduate,No,4034,0,28,360,0,Semiurban,N
LP004208,Male,Yes,2,Not Graduate,No,7546,5400,125,360,1,Urban,N
LP004209,Female,Yes,3+,Not Graduate,No,7297,5000,138,360,1,Rural,Y
LP004215,Female,Yes,1,Graduate,,6937,0,43,360,1,Urban,Y
LP004220,Female,Yes,3+,Graduate,Yes,8327,6544,83,360,1,Semiurban,Y
LP004225,Male,Yes,1,Graduate,,5542,0,92,360,1,Urban,Y
LP004230,Male,Yes,1,Graduate,,6865,0,157,360,1,Urban,Y
LP004239,Male,Yes,2,Graduate,No,4124,0,112,180,1,Rural,Y
LP004241,,Yes,1,Graduate,No,5582,0,153,,1,Urban,Y
LP004245,Male,Yes,1,Graduate,No,4437,0,87,360,1,Semiurban,Y
LP004249,Male,Yes,2,Graduate,No,7041,0,46,360,0,Urban,N
LP004259,Male,Yes,1,Graduate,No,4233,0,105,360,1,Urban,Y
LP004260,Male,Yes,1,Graduate,No,7683,0,30,360,1,Semiurban,Y
LP004268,Female,Yes,2,Not Graduate,No,5694,0,119,360,1,Urban,Y
LP004279,Female,No,0,Not Graduate,No,8022,0,171,360,0,Rural,Y
LP004290,Male,No,0,Graduate,No,4218,0,174,360,0,Urban,Y
LP004300,Female,No,0,Graduate,No,5843,0,126,360,0,Semiurban,Y
LP004302,Male,Yes,2,Graduate,No,5347,0,116,360,1,Urban,N
LP004309,Male,No,0,Graduate,No,6500,0,76,360,1,Rural,Y
LP004310,Male,Yes,3+,Graduate,,3730,4535,65,180,1,Urban,Y
LP004319,Male,No,0,Graduate,No,8347,0,197,360,1,Rural,N
LP004320,Male,Yes,1,Graduate,No,5058,0,90,360,0,Semiurban,N
LP004325,Male,No,0,Graduate,No,3813,0,171,180,0,Semiurban,Y
LP004329,Male,Yes,1,Graduate,No,4150,0,121,360,1,Urban,Y
LP004335,Male,No,0,Graduate,Yes,6744,0,124,360,,Rural,Y
LP004340,Male,Yes,1,Not Graduate,,5819,0,186,360,0,Rural,Y
LP004345,Male,Yes,1,Graduate,No,5361,0,99,360,0,Urban,N
LP004350,Male,Yes,1,Graduate,No,7151,0,120,360,0,Semiurban,Y
LP004365,Female,Yes,1,Graduate,No,4961,0,93,360,0,Urban,Y
LP004370,Male,Yes,1,Not Graduate,No,6236,0,73,180,0,Rural,Y
LP004372,Male,Yes,2,Graduate,No,7222,2504,63,360,1,Semiurban,Y
LP004375,Male,Yes,3+,Graduate,No,5737,5024,102,360,1,Urban,N
LP004395,Female,Yes,2,Graduate,No,6787,6084,106,360,1,Rural,Y
LP004399,Male,No,0,Graduate,,8448,0,66,360,1,Semiurban,Y
LP004401,Female,No,0,Graduate,No,7284,0,108,180,1,Rural,Y
LP004405,Male,No,0,Graduate,No,5021,0,78,360,1,Rural,N
LP004410,Female,No,0,Graduate,No,4394,0,53,360,1,Semiurban,Y
LP004415,Male,No,0,Graduate,No,5023,0,82,360,1,Urban,Y
LP004420,Male,Yes,2,Graduate,No,5295,0,101,180,0,Semiurban,Y
LP004425,Male,No,0,Not Graduate,No,6811,0,78,360,0,Rural,N
LP004429,Male,No,0,Not Graduate,No,7489,0,178,360,1,Rural,Y
LP004435,Male,No,0,Not Graduate,No,4004,0,35,360,0,Urban,N
LP004440,Male,Yes,1,Graduate,,8287,0,100,180,1,Semiurban,Y
LP004445,Male,No,0,Graduate,No,8003,0,162,360,,Urban,N
LP004449,Male,Yes,2,Graduate,No,8354,0,38,360,0,Urban,Y
LP004460,Female,Yes,3+,Not Graduate,No,7257,6215,175,360,1,Urban,N
LP004468,Male,Yes,2,Not Graduate,No,4019,0,28,180,0,Urban,Y
LP004469,Male,Yes,1,Graduate,No,5711,0,108,360,1,Urban,N
LP004470,Female,Yes,2,Not Graduate,No,6074,0,65,360,,Semiurban,Y
LP004480,Male,Yes,1,Not Graduate,No,5426,0,27,360,0,Urban,N
LP004499,Female,Yes,1,Graduate,No,5577,0,91,360,1,Semiurban,Y
LP004500,Male,No,0,Graduate,,4052,0,71,360,1,Urban,Y
LP004505,Male,No,0,Graduate,Yes,6046,0,149,180,1,Semiurban,Y
LP004509,Male,No,0,Graduate,,4101,0,138,360,1,Rural,Y
LP004510,Male,No,0,Graduate,,6934,0,173,360,1,Semiurban,Y
LP004520,Male,Yes,2,Graduate,No,4617,3890,100,360,1,Rural,Y
LP004526,Male,Yes,3+,Not Graduate,No,5372,4502,65,360,,Semiurban,Y
LP004530,Male,Yes,2,Graduate,No,8260,0,170,360,1,Rural,Y
LP004549,Female,Yes,1,Graduate,No,7483,0,188,180,1,Semiurban,Y
LP004558,Male,Yes,1,Graduate,No,5524,0,124,360,1,Urban,N
LP004560,Male,Yes,1,Graduate,No,3718,0,100,360,0,Urban,N
LP004568,Male,No,0,Not Graduate,No,5081,0,42,360,1,Semiurban,Y
LP004569,Male,No,0,Graduate,,4836,0,72,360,1,Urban,Y
LP004572,Male,No,0,Graduate,No,6761,0,87,180,1,Urban,Y
LP004579,Male,No,0,Graduate,No,6429,0,72,360,0,Urban,Y
LP004580,Female,No,0,Graduate,No,8374,0,26,360,1,Rural,Y
LP004585,Male,Yes,2,Graduate,No,7032,3598,62,360,,Urban,Y
LP004586,Male,Yes,3+,Graduate,No,6635,5069,84,360,,Semiurban,Y
LP004590,Male,Yes,2,Not Graduate,No,8235,0,138,180,1,Urban,Y
LP004592,Male,Yes,3+,Not Graduate,No,3895,6585,73,360,1,Rural,N
LP004599,Male,Yes,1,Not Graduate,No,8234,0,66,360,1,Urban,Y
LP004601,Male,Yes,1,Not Graduate,,5392,0,121,360,1,Semiurban,Y
LP004605,Female,Yes,1,Not Graduate,,5631,0,200,360,1,Urban,Y
LP004609,Male,Yes,2,Not Graduate,,5676,0,34,360,1,Rural,Y
LP004625,Male,No,0,Graduate,Yes,4323,0,128,360,1,Urban,N
LP004629,Male,Yes,1,Graduate,No,6140,0,119,360,1,Semiurban,Y
LP004635,Male,Yes,1,Not Graduate,No,6991,0,172,360,0,Urban,N
LP004639,Male,Yes,1,Graduate,No,8478,0,171,360,,Rural,N
LP004640,Male,Yes,1,Graduate,No,4939,0,68,360,,Urban,Y
LP004650,Female,Yes,0,Graduate,No,7367,0,106,360,1,Semiurban,Y
LP004658,Male,No,0,Graduate,No,8138,0,94,360,1,Urban,N
LP004659,Male,No,0,Graduate,No,7249,0,118,360,1,Semiurban,Y
LP004670,Female,No,0,Graduate,No,7047,0,95,360,1,Rural,N
LP004685,Male,No,0,Graduate,No,4656,0,52,360,0,Urban,Y
LP004689,Male,No,0,Not Graduate,Yes,8139,0,148,,,Semiurban,N
LP004699,Male,No,0,Not Graduate,,7784,0,95,360,0,Urban,N
LP004709,Female,Yes,2,Graduate,Yes,7320,5825,158,180,0,Rural,Y
LP004710,Female,No,0,Graduate,No,8446,0,104,180,1,Urban,Y
LP004720,Female,Yes,0,Graduate,No,3915,0,73,360,1,Semiurban,Y
LP004725,Male,No,0,Graduate,No,5421,0,173,360,1,Urban,Y
LP004729,Female,Yes,2,Graduate,No,4092,6544,180,180,1,Semiurban,Y
LP004750,Female,No,0,Not Graduate,No,7598,0,154,360,0,Rural,Y
LP004800,Male,Yes,1,Graduate,No,5534,0,41,360,0,Urban,Y
LP004850,Female,No,0,Graduate,No,3580,0,169,360,1,Semiurban,Y
LP004899,Male,Yes,1,Not Graduate,No,4510,0,88,360,1,Semiurban,Y
LP004908,Female,No,0,Not Graduate,No,7971,0,197,360,1,Urban,N
LP004919,Male,No,0,Graduate,No,6391,0,163,360,1,Rural,Y
LP004929,Female,Yes,1,Graduate,No,5796,0,172,360,1,Urban,Y
LP004958,Male,No,0,Graduate,No,5994,0,187,360,1,Semiurban,Y
LP004975,Female,Yes,2,Graduate,,4774,0,130,360,,Urban,Y
LP005000,Male,No,0,Not Graduate,,4903,0,140,360,1,Semiurban,Y
LP005010,Male,Yes,3+,Not Graduate,,6913,4500,60,360,1,Urban,Y
LP005015,Male,No,0,Graduate,No,5030,0,76,360,1,Urban,N
LP005020,Male,Yes,2,Graduate,No,8407,6545,55,360,1,Urban,N
LP005026,Male,No,0,Graduate,No,7602,0,79,360,,Urban,Y
LP005029,Male,Yes,1,Graduate,No,5282,0,182,180,0,Urban,Y
LP005030,Female,No,0,Graduate,No,4561,0,169,360,0,Urban,N
LP005035,Male,Yes,1,Graduate,No,4644,0,64,360,1,Urban,Y
LP005040,Male,No,0,Not Graduate,No,6781,0,141,360,1,Semiurban,Y
LP005059,Female,Yes,1,Graduate,No,3857,0,50,360,1,Rural,Y
LP005069,Female,No,0,Not Graduate,,6973,0,49,360,1,Urban,Y
LP005075,Male,No,0,Graduate,Yes,4920,0,157,360,1,Urban,Y
LP005078,Male,No,0,Not Graduate,No,5981,0,130,360,0,Urban,N
LP005090,Male,No,0,Graduate,No,3838,0,97,360,0,Semiurban,Y
LP005100,Male,No,0,Graduate,No,4243,0,93,360,1,Rural,Y
LP005105,Female,Yes,1,Graduate,No,4615,0,200,360,1,Semiurban,N
LP005120,Female,Yes,2,Not Graduate,No,7474,0,173,360,1,Urban,Y
LP005199,Male,Yes,3+,Graduate,No,3901,0,166,360,1,Urban,Y
LP005208,Male,Yes,2,Graduate,No,3576,6585,45,,,Urban,Y
LP005290,Male,Yes,1,Graduate,No,7066,0,191,360,0,Urban,N
LP005299,Female,Yes,1,Not Graduate,,5177,0,67,360,0,Semiurban,Y
LP005322,Female,No,0,Graduate,Yes,4735,0,30,360,1,Urban,Y
LP005325,Male,No,0,Graduate,No,7192,0,47,360,1,Urban,N
LP005345,Male,No,0,Graduate,No,8007,0,41,360,1,Rural,Y
LP005355,Male,No,0,Not Graduate,No,5636,0,33,360,1,Semiurban,Y
LP005369,Male,Yes,1,Graduate,No,7164,0,34,360,0,Urban,Y
LP005389,Male,No,0,Graduate,No,6863,0,176,360,0,Semiurban,Y
LP0053890,Female,No,0,Not Graduate,No,7910,0,116,360,0,Rural,N
LP005395,Male,Yes,1,Graduate,No,3965,0,146,360,1,Urban,N
LP005399,Female,Yes,1,Not Graduate,No,5011,0,179,360,,Urban,Y
LP005400,Male,No,0,Graduate,,7733,0,137,360,1,Rural,Y
LP005402,Male,No,0,Not Graduate,,5758,0,34,360,1,Semiurban,Y
LP005409,Male,Yes,3+,Graduate,No,4254,5429,102,360,1,Urban,Y
LP005410,Male,No,0,Graduate,No,4842,0,40,360,1,Semiurban,Y
LP005420,Male,Yes,1,Graduate,No,4621,0,111,360,1,Urban,N
LP005425,Male,Yes,2,Graduate,No,7067,4685,104,360,1,Rural,N
LP005429,Male,Yes,3+,Graduate,No,6665,4502,138,180,1,Urban,Y
LP005430,Male,Yes,0,Graduate,No,6857,0,41,360,1,Rural,Y
LP005439,Male,Yes,1,Graduate,,6577,0,160,,0,Urban,Y
LP005500,Female,Yes,2,Not Graduate,Yes,7494,6082,189,360,,Urban,Y
